City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Matara,5.9485,80.5353,77.72,85,67,1.57,LK,2022-03-12 01:47:01
Nantucket,41.2835,-70.0995,41.14,92,0,6.91,US,2022-03-12 01:47:01
Lagoa,39.05,-27.9833,57.45,73,100,14.27,PT,2022-03-12 01:46:44
Doctor Juan Leon Mallorquin,-25.4,-55.2667,71.33,98,97,4.41,PY,2022-03-12 01:47:01
Ahipara,-35.1667,173.1667,72.54,63,100,6.26,NZ,2022-03-12 01:47:02
Uspenka,48.3903,39.1619,15.44,86,87,10.11,UA,2022-03-12 01:47:02
Totton,50.9188,-1.4904,48.18,93,100,8.01,GB,2022-03-12 01:46:19
Jalu,29.0331,21.5482,50.9,63,8,7.61,LY,2022-03-12 01:47:02
Machachi,-0.5,-78.5667,52.75,97,98,2.93,EC,2022-03-12 01:47:03
Rorvik,64.8621,11.2373,38.34,77,0,11.21,NO,2022-03-12 01:47:03
Tessalit,20.1986,1.0114,69.37,17,0,9.31,ML,2022-03-12 01:47:04
Balagansk,54.0103,103.0544,4.69,87,100,3.13,RU,2022-03-12 01:47:04
Eureka,40.8021,-124.1637,54.25,76,30,1.01,US,2022-03-12 01:44:42
Umm Lajj,25.0213,37.2685,63.12,50,0,14.72,SA,2022-03-12 01:47:05
Nanortalik,60.1432,-45.2371,13.66,77,95,30.74,GL,2022-03-12 01:47:05
Anamur,36.0751,32.8369,37.13,58,40,10.49,TR,2022-03-12 01:47:05
Bharatpur,27.2167,77.4833,67.24,30,0,3.42,IN,2022-03-12 01:47:06
George,-33.963,22.4617,78.35,65,100,3.44,ZA,2022-03-12 01:47:06
Myitkyina,25.3833,97.4,78.67,32,45,2.44,MM,2022-03-12 01:47:07
Araouane,18.9048,-3.5265,67.93,15,0,12.68,ML,2022-03-12 01:47:07
Anloga,5.7947,0.8973,81.84,84,87,12.73,GH,2022-03-12 01:47:07
Asosa,10.0667,34.5333,70.27,36,87,3.18,ET,2022-03-12 01:47:08
High Rock,26.6208,-78.2833,77.02,83,0,17.18,BS,2022-03-12 01:47:08
Te Anau,-45.4167,167.7167,66.29,45,18,1.9,NZ,2022-03-12 01:47:08
Touros,-5.1989,-35.4608,79.5,78,100,6.78,BR,2022-03-12 01:47:08
Oistins,13.0667,-59.5333,77.09,73,20,20.71,BB,2022-03-12 01:47:09
Ures,29.4333,-110.4,61.75,19,19,3.89,MX,2022-03-12 01:47:09
Daru,-9.0763,143.2092,80.8,82,100,4.41,PG,2022-03-12 01:47:09
Bom Jesus,-9.0744,-44.3586,74.21,79,82,1.86,BR,2022-03-12 01:47:10
Fairbanks,64.8378,-147.7164,24.76,33,0,9.22,US,2022-03-12 01:45:43
Ostrovnoy,68.0531,39.5131,22.89,91,76,11.83,RU,2022-03-12 01:47:10
Dunmore Town,25.5,-76.65,76.42,84,1,11.83,BS,2022-03-12 01:47:11
Ayolas,-27.4,-56.9,66.27,73,10,9.04,PY,2022-03-12 01:47:11
Quelimane,-17.8786,36.8883,78.75,88,75,11.99,MZ,2022-03-12 01:47:11
Fethiye,36.6217,29.1164,35.47,57,0,8.3,TR,2022-03-12 01:47:11
Ilulissat,69.2167,-51.1,5.02,72,75,10.36,GL,2022-03-12 01:44:17
Ardakan,32.31,54.0175,71.42,25,11,33.4,IR,2022-03-12 01:47:16
Kysyl-Syr,63.8986,122.7617,2.41,88,85,4.23,RU,2022-03-12 01:47:17
La Asuncion,11.0333,-63.8628,77.47,81,62,16.84,VE,2022-03-12 01:47:17
Avera,33.194,-82.5271,55.38,96,100,4.25,US,2022-03-12 01:47:17
Cabo San Lucas,22.8909,-109.9124,70.52,70,0,7.0,MX,2022-03-12 01:44:57
Gander,48.9682,-54.5906,24.93,58,75,12.66,CA,2022-03-12 01:47:18
Xiaoweizhai,26.1903,107.5125,62.42,93,100,5.3,CN,2022-03-12 01:47:18
Flin Flon,54.7682,-101.865,-1.41,96,100,4.54,CA,2022-03-12 01:47:19
Mount Gambier,-37.8333,140.7667,67.91,45,0,10.36,AU,2022-03-12 01:47:19
Westonaria,-26.3191,27.6486,65.08,82,64,6.11,ZA,2022-03-12 01:47:19
Yacuiba,-22.038,-63.6797,64.98,85,100,5.99,BO,2022-03-12 01:47:19
Karasjok,69.4719,25.5112,27.32,96,100,2.82,NO,2022-03-12 01:47:20
Gurkovo,42.6667,25.8,23.97,81,75,7.23,BG,2022-03-12 01:47:20
Abu Samrah,35.3029,37.1841,39.61,78,96,11.16,SY,2022-03-12 01:47:20
Alta Floresta,-9.8756,-56.0861,71.37,97,100,2.26,BR,2022-03-12 01:47:21
Lompoc,34.6391,-120.4579,66.34,39,0,12.66,US,2022-03-12 01:46:46
Vestmanna,62.1564,-7.1664,43.72,87,100,29.93,FO,2022-03-12 01:47:21
Eyl,7.9803,49.8164,73.18,80,96,9.57,SO,2022-03-12 01:47:21
Opuwo,-18.0607,13.84,68.02,84,80,2.93,NA,2022-03-12 01:47:22
Misratah,32.3754,15.0925,54.75,66,6,8.88,LY,2022-03-12 01:47:22
Ondjiva,-17.0667,15.7333,68.63,84,100,7.38,AO,2022-03-12 01:47:23
Lazaro Cardenas,17.9583,-102.2,73.51,74,100,7.45,MX,2022-03-12 01:44:05
Comodoro Rivadavia,-45.8667,-67.5,62.46,48,0,5.75,AR,2022-03-12 01:47:23
Huaraz,-9.5333,-77.5333,48.27,95,100,2.71,PE,2022-03-12 01:47:23
Urusha,54.05,122.9,13.32,72,100,2.98,RU,2022-03-12 01:47:24
Seydi,39.4816,62.9137,54.86,90,43,11.12,TM,2022-03-12 01:47:24
Caernarfon,53.1413,-4.2702,47.62,48,100,17.0,GB,2022-03-12 01:47:24
Kenora,49.8167,-94.4337,-4.23,71,75,9.22,CA,2022-03-12 01:47:25
Sangueya,10.7,-14.3667,69.3,83,6,1.83,GN,2022-03-12 01:47:25
Kot Addu,30.4692,70.9671,69.24,41,5,3.85,PK,2022-03-12 01:47:25
Hami,42.8,93.45,50.97,35,100,7.31,CN,2022-03-12 01:47:26
Tezu,27.9167,96.1667,81.19,18,70,1.05,IN,2022-03-12 01:47:26
Salamanca,40.8333,-6.0,34.99,96,8,4.99,ES,2022-03-12 01:47:26
Sembakung,3.8167,117.25,83.84,78,100,0.65,ID,2022-03-12 01:47:27
Kloulklubed,7.0419,134.2556,79.3,80,98,13.6,PW,2022-03-12 01:47:27
Bequimao,-2.4489,-44.7825,72.93,98,100,2.15,BR,2022-03-12 01:47:28
Luwuk,-0.9516,122.7875,86.79,69,74,2.84,ID,2022-03-12 01:47:29
Qinzhou,21.95,108.6167,71.64,74,99,9.75,CN,2022-03-12 01:47:29
Deniliquin,-35.5333,144.9667,82.31,32,30,8.55,AU,2022-03-12 01:47:29
Hachinohe,40.5,141.5,41.95,65,8,15.41,JP,2022-03-12 01:47:30
Poshekhonye,58.4993,39.1353,22.69,98,100,2.51,RU,2022-03-12 01:47:30
Lodwar,3.1191,35.5973,83.3,35,98,6.06,KE,2022-03-12 01:47:30
Prince Rupert,54.3161,-130.3201,42.89,93,100,4.61,CA,2022-03-12 01:45:20
Taybad,34.74,60.7756,70.81,31,0,15.93,IR,2022-03-12 01:47:31
Waverly,42.7392,-84.6208,26.69,79,100,16.11,US,2022-03-12 01:47:31
San Quintin,30.4833,-115.95,60.3,42,70,5.97,MX,2022-03-12 01:47:31
Cordoba,-31.4135,-64.1811,59.85,82,0,4.61,AR,2022-03-12 01:47:32
Aksu,41.1231,80.2644,48.83,30,66,3.71,CN,2022-03-12 01:47:32
Worland,44.0169,-107.9554,22.35,68,0,6.91,US,2022-03-12 01:47:32
Tautira,-17.7333,-149.15,81.16,66,5,7.65,PF,2022-03-12 01:47:32
Polson,47.6936,-114.1632,35.73,79,100,1.99,US,2022-03-12 01:47:33
Kahului,20.8947,-156.47,86.02,59,0,21.85,US,2022-03-12 01:45:51
Praia Da Vitoria,38.7333,-27.0667,59.25,82,40,10.65,PT,2022-03-12 01:47:33
Nizhneangarsk,55.7833,109.55,3.24,73,100,1.57,RU,2022-03-12 01:47:33
Chirongui,-12.9319,45.1483,76.93,77,100,3.71,YT,2022-03-12 01:47:34
Mattru,7.6244,-11.8332,76.37,86,100,0.43,SL,2022-03-12 01:47:34
Sept-Iles,50.2001,-66.3821,10.06,72,0,4.61,CA,2022-03-12 01:47:34
Kantunilkin,21.0917,-87.45,75.15,86,0,5.06,MX,2022-03-12 01:47:35
Yulara,-25.2406,130.9889,84.04,16,0,14.97,AU,2022-03-12 01:47:35
Shitanjing,39.2342,106.3439,49.14,24,6,3.02,CN,2022-03-12 01:47:35
Poya,-21.35,165.15,84.76,68,68,5.95,NC,2022-03-12 01:47:35
Camopi,3.1655,-52.3158,71.89,99,100,1.86,GF,2022-03-12 01:47:36
Arlit,18.7369,7.3853,70.16,18,0,7.61,NE,2022-03-12 01:47:36
Tyukhtet,56.5389,89.3011,-8.72,100,100,1.86,RU,2022-03-12 01:47:36
Laurel,39.0993,-76.8483,51.94,79,0,5.75,US,2022-03-12 01:47:37
Tura,25.5198,90.2201,78.44,22,0,1.32,IN,2022-03-12 01:47:37
Labuhan,-6.8844,112.2051,83.17,75,100,2.42,ID,2022-03-12 01:47:37
Cortez,37.3489,-108.5859,36.36,36,0,6.91,US,2022-03-12 01:47:37
Necochea,-38.5473,-58.7368,55.45,71,0,6.38,AR,2022-03-12 01:47:38
Arrecife,28.963,-13.5477,62.58,77,0,5.75,ES,2022-03-12 01:47:38
Presidencia Roque Saenz Pena,-26.7852,-60.4388,68.2,72,19,7.72,AR,2022-03-12 01:47:38
Talcahuano,-36.7167,-73.1167,58.68,82,0,9.22,CL,2022-03-12 01:47:38
Reforma,18.1,-91.0167,83.39,51,32,4.52,MX,2022-03-12 01:47:14
Udachnyy,66.4167,112.4,-10.55,83,100,3.2,RU,2022-03-12 01:47:39
Healdsburg,38.6105,-122.8692,66.25,36,0,9.22,US,2022-03-12 01:44:16
Constitucion,-35.3333,-72.4167,57.36,78,0,0.74,CL,2022-03-12 01:47:39
Bouake,7.6895,-5.0218,78.75,72,88,7.58,CI,2022-03-12 01:47:39
Moramanga,-18.9333,48.2,66.04,92,100,2.51,MG,2022-03-12 01:47:40
Vostok,46.4856,135.8833,24.82,77,100,5.21,RU,2022-03-12 01:47:40
Miranda De Ebro,42.6865,-2.947,42.58,93,100,3.62,ES,2022-03-12 01:47:40
Belle Fourche,44.6714,-103.8522,23.34,69,100,0.65,US,2022-03-12 01:47:40
Maromitsa,59.8683,48.0123,12.69,96,99,5.57,RU,2022-03-12 01:47:41
Iberia,29.9502,-91.7507,64.36,94,100,4.61,US,2022-03-12 01:47:41
Gasa,31.5,34.4667,47.88,59,100,14.27,PS,2022-03-12 01:47:41
Pemangkat,1.1667,108.9667,82.72,70,93,2.24,ID,2022-03-12 01:47:42
Heyang,26.1011,107.473,61.39,93,100,5.66,CN,2022-03-12 01:47:42
Severo-Yeniseyskiy,60.3725,93.0408,-13.29,99,98,2.06,RU,2022-03-12 01:47:42
Sussex,41.1834,-74.6663,42.08,76,24,3.49,US,2022-03-12 01:45:24
Shelburne,44.0787,-80.2041,25.9,86,100,9.48,CA,2022-03-12 01:47:42
Tolaga Bay,-38.3667,178.3,68.45,62,0,9.08,NZ,2022-03-12 01:47:43
Flinders,-34.5833,150.8552,76.17,68,100,5.99,AU,2022-03-12 01:47:43
Taltal,-25.4,-70.4833,66.33,78,22,3.76,CL,2022-03-12 01:47:43
Alcaniz,41.05,-0.1333,48.18,80,100,11.52,ES,2022-03-12 01:47:44
Mananjary,-21.2167,48.3333,75.31,88,100,0.98,MG,2022-03-12 01:47:44
Castelldefels,41.2779,1.9703,55.69,84,75,9.22,ES,2022-03-12 01:47:44
Agirish,61.9247,63.0231,-0.29,95,100,8.28,RU,2022-03-12 01:47:44
San Cristobal,7.7669,-72.225,68.18,96,78,2.57,VE,2022-03-12 01:47:45
Great Bend,38.3645,-98.7648,28.53,64,0,10.36,US,2022-03-12 01:47:45
Pestovo,58.5938,35.8024,27.95,98,100,4.05,RU,2022-03-12 01:47:45
Acajutla,13.5928,-89.8275,79.12,76,6,7.34,SV,2022-03-12 01:47:46
Mellieha,35.9564,14.3622,49.01,80,20,1.14,MT,2022-03-12 01:47:46
Gewane,10.1664,40.6453,73.94,59,87,5.93,ET,2022-03-12 01:47:46
Homer,59.6425,-151.5483,41.77,84,40,3.0,US,2022-03-12 01:47:47
Vukovar,45.3433,18.9997,23.07,58,0,4.61,HR,2022-03-12 01:47:47
Esperance,-33.8667,121.9,76.84,44,100,12.91,AU,2022-03-12 01:47:47
Lincoln,40.8,-96.667,19.31,40,0,17.27,US,2022-03-12 01:45:51
Saint-Leu,-21.15,55.2833,75.31,77,65,7.99,RE,2022-03-12 01:47:47
Santa Vitoria Do Palmar,-33.5189,-53.3681,58.86,76,0,6.69,BR,2022-03-12 01:47:48
Rocha,-34.4833,-54.3333,56.37,81,39,5.39,UY,2022-03-12 01:47:48
Zhezkazgan,47.8043,67.7144,33.78,93,100,4.47,KZ,2022-03-12 01:47:48
Batagay-Alyta,67.8006,130.4114,-2.54,85,100,2.1,RU,2022-03-12 01:47:49
Havelock,34.8791,-76.9013,57.18,95,100,1.01,US,2022-03-12 01:47:49
Kamaishi,39.2667,141.8833,46.85,48,1,13.67,JP,2022-03-12 01:47:49
Trapani,37.8333,12.6667,52.23,87,0,5.75,IT,2022-03-12 01:47:49
Ruidoso,33.3317,-105.673,31.05,50,0,8.05,US,2022-03-12 01:47:50
Luderitz,-26.6481,15.1594,67.5,83,55,6.76,NA,2022-03-12 01:47:50
Egvekinot,66.3167,-179.1667,20.46,64,0,8.03,RU,2022-03-12 01:47:50
Zhuhai,22.2769,113.5678,76.78,83,5,3.44,CN,2022-03-12 01:47:51
Dalian,38.9122,121.6022,48.13,66,100,8.95,CN,2022-03-12 01:47:51
Chekalin,54.0969,36.245,14.18,94,96,3.15,RU,2022-03-12 01:47:51
Parnamirim,-5.9156,-35.2628,80.94,83,20,5.75,BR,2022-03-12 01:47:52
Kirakira,-10.4544,161.9205,83.93,75,92,3.06,SB,2022-03-12 01:47:52
Hegang,47.4,130.3667,28.22,65,18,2.66,CN,2022-03-12 01:47:52
Sembe,1.6481,14.5806,70.65,97,100,2.59,CG,2022-03-12 01:47:53
Manado,1.487,124.8455,90.37,58,20,2.3,ID,2022-03-12 01:47:53
Kuybyshevo,47.8123,38.9073,18.43,83,100,11.5,RU,2022-03-12 01:47:53
Moranbah,-22.0016,148.0466,85.57,53,96,19.26,AU,2022-03-12 01:47:54
Sao Joao Da Barra,-21.6403,-41.0511,78.66,85,5,18.39,BR,2022-03-12 01:47:54
General Jose Eduvigis Diaz,-27.1667,-58.4167,69.84,68,2,9.48,PY,2022-03-12 01:47:54
Sampit,-2.5333,112.95,86.94,63,34,3.65,ID,2022-03-12 01:47:55
Talnakh,69.4865,88.3972,-24.32,98,85,8.79,RU,2022-03-12 01:47:16
Shasta Lake,40.6804,-122.3708,70.52,44,9,3.13,US,2022-03-12 01:47:55
Mul,20.0667,79.6667,76.84,30,45,7.81,IN,2022-03-12 01:47:55
Uromi,6.7,6.3333,71.62,90,100,3.27,NG,2022-03-12 01:47:56
Kitimat,54.0524,-128.6534,41.38,29,100,1.99,CA,2022-03-12 01:47:56
Vao,-22.6667,167.4833,79.65,71,65,9.8,NC,2022-03-12 01:47:56
Campbell River,50.0163,-125.2446,42.33,87,100,16.11,CA,2022-03-12 01:45:21
Meadow Lake,34.8014,-106.5436,42.78,17,0,12.75,US,2022-03-12 01:45:21
Chacabuco,-34.6417,-60.4739,56.61,69,0,3.76,AR,2022-03-12 01:44:02
Honiara,-9.4333,159.95,83.3,79,79,3.94,SB,2022-03-12 01:47:56
Shiogama,38.3167,141.0333,58.98,40,0,15.14,JP,2022-03-12 01:47:57
Dzerzhinsk,56.2389,43.4631,10.22,55,0,8.95,RU,2022-03-12 01:47:57
Lata,40.1629,-8.3327,46.08,93,95,2.95,PT,2022-03-12 01:47:57
Akure,7.2526,5.1931,72.41,92,100,1.95,NG,2022-03-12 01:47:57
Vanavara,60.34,102.2797,-10.46,95,93,2.73,RU,2022-03-12 01:47:58
San Joaquin,37.9333,-121.3011,70.05,18,0,5.75,US,2022-03-12 01:45:37
Zemio,5.0314,25.1361,68.94,96,100,2.93,CF,2022-03-12 01:47:58
Dakar,14.6937,-17.4441,77.88,57,3,16.02,SN,2022-03-12 01:47:58
Fonte Boa,-2.4959,-66.2662,73.67,98,96,3.11,BR,2022-03-12 01:47:59
Zhangjiakou,40.81,114.8794,38.39,81,100,2.84,CN,2022-03-12 01:47:52
Thinadhoo,0.5333,72.9333,82.04,70,13,3.91,MV,2022-03-12 01:47:59
Kindu,-2.95,25.95,69.22,100,100,3.31,CD,2022-03-12 01:47:59
Komsomolsk,49.0097,33.6455,15.73,84,5,6.53,UA,2022-03-12 01:47:59
San Luis Obispo,35.3666,-120.5343,69.82,34,0,10.36,US,2022-03-12 01:45:39
Juneau,58.3019,-134.4197,37.22,97,100,9.22,US,2022-03-12 01:45:12
Pierre,44.3683,-100.351,14.86,39,0,8.05,US,2022-03-12 01:45:13
Nazarovo,56.0064,90.3914,-13.99,100,100,1.23,RU,2022-03-12 01:48:00
Moindou,-21.6924,165.677,84.34,67,65,7.09,NC,2022-03-12 01:48:00
Bajos De Haina,18.4154,-70.0332,79.32,77,45,9.01,DO,2022-03-12 01:48:00
Senno,59.5336,33.9167,28.45,99,100,3.85,RU,2022-03-12 01:48:01
Listvyanka,51.8535,104.8693,13.24,86,88,3.0,RU,2022-03-12 01:48:01
Zhigansk,66.7697,123.3711,-0.13,93,100,9.08,RU,2022-03-12 01:48:01
Boa Vista,2.8197,-60.6733,84.18,61,40,6.91,BR,2022-03-12 01:48:02
Marawi,7.9986,124.2928,81.88,65,87,0.58,PH,2022-03-12 01:48:02
Sola,-13.8833,167.55,82.56,72,100,7.52,VU,2022-03-12 01:48:02
Muskogee,35.5834,-95.3336,32.34,65,0,6.91,US,2022-03-12 01:47:21
Qaqortoq,60.7167,-46.0333,1.22,85,98,3.18,GL,2022-03-12 01:48:03
Hargeysa,9.56,44.065,60.48,88,100,4.0,SO,2022-03-12 01:48:03
Eirunepe,-6.6603,-69.8736,72.86,98,99,1.59,BR,2022-03-12 01:48:03
Guerrero Negro,27.9769,-114.0611,64.72,26,10,9.89,MX,2022-03-12 01:48:04
Luba,3.4568,8.5547,78.69,78,75,5.39,GQ,2022-03-12 01:48:04
Sheltozero,61.3667,35.3667,22.08,99,79,4.09,RU,2022-03-12 01:48:04
Camacha,33.0833,-16.3333,54.82,82,20,5.75,PT,2022-03-12 01:48:05
Vilhena,-12.7406,-60.1458,69.24,98,100,0.47,BR,2022-03-12 01:48:05
Mutis,6.2262,-77.4044,77.86,84,64,0.36,CO,2022-03-12 01:48:05
Pringsewu,-5.3582,104.9744,81.32,77,88,2.46,ID,2022-03-12 01:48:06
Harrison,30.4091,-89.0436,69.82,96,100,0.0,US,2022-03-12 01:48:06
Guider,9.9342,13.9486,80.87,21,12,8.19,CM,2022-03-12 01:48:06
Tomball,30.0972,-95.6161,40.78,80,100,14.97,US,2022-03-12 01:44:27
Saurimo,-9.6608,20.3916,64.22,96,100,3.58,AO,2022-03-12 01:48:07
Rochegda,62.8,43.25,23.81,99,99,3.33,RU,2022-03-12 01:48:07
Zaraza,9.3503,-65.3245,77.86,76,97,7.52,VE,2022-03-12 01:48:07
Haines Junction,60.7522,-137.5108,28.35,86,100,4.61,CA,2022-03-12 01:48:08
Sosnovo-Ozerskoye,52.5249,111.5418,11.55,76,99,3.06,RU,2022-03-12 01:48:08
Erenhot,43.6475,111.9767,40.01,35,99,20.07,CN,2022-03-12 01:48:08
La Paz,-16.5,-68.15,49.98,76,75,9.22,BO,2022-03-12 01:45:02
Abonnema,4.7084,6.7931,77.29,84,100,4.05,NG,2022-03-12 01:48:09
Saint-Omer,50.75,2.1667,47.95,89,25,17.63,FR,2022-03-12 01:48:09
Barguzin,53.6167,109.6167,12.02,82,97,3.4,RU,2022-03-12 01:48:09
Chandbali,20.7833,86.7667,77.95,34,53,6.11,IN,2022-03-12 01:48:10
Krasnooktyabrskiy,44.9328,38.3712,27.95,94,100,12.59,RU,2022-03-12 01:48:10
Waipawa,-41.4122,175.5153,68.07,70,100,4.27,NZ,2022-03-12 01:48:10
Apac,1.9756,32.5386,70.34,50,25,3.51,UG,2022-03-12 01:48:10
Santa Fe,-31.6333,-60.7,63.91,80,0,5.84,AR,2022-03-12 01:47:06
Salalah,17.0151,54.0924,69.89,35,0,2.3,OM,2022-03-12 01:48:11
Jiaocheng,24.6774,116.1389,76.28,49,1,3.22,CN,2022-03-12 01:48:11
Las Palmas,28.4204,-14.0131,59.79,72,20,9.22,ES,2022-03-12 01:48:12
Isiro,2.7739,27.616,64.89,99,83,2.55,CD,2022-03-12 01:48:12
Usakos,-22.0,15.6,74.86,67,37,4.47,NA,2022-03-12 01:48:12
Mumford,5.2618,-0.759,80.22,87,63,7.29,GH,2022-03-12 01:48:13
Quatre Cocos,-20.2078,57.7625,77.11,84,66,11.9,MU,2022-03-12 01:48:13
Richards Bay,-28.783,32.0377,74.05,84,75,4.05,ZA,2022-03-12 01:48:13
Sidi Ali,36.0998,0.4206,53.71,85,100,10.02,DZ,2022-03-12 01:48:14
Cape Coast,5.1053,-1.2466,80.22,86,51,6.91,GH,2022-03-12 01:48:14
North Bend,43.4065,-124.2243,50.92,85,0,4.61,US,2022-03-12 01:48:14
Edd,13.9297,41.6925,77.29,82,68,4.79,ER,2022-03-12 01:48:14
Menongue,-14.6585,17.691,63.97,99,100,1.41,AO,2022-03-12 01:48:15
Khandyga,62.6667,135.6,1.04,87,94,4.29,RU,2022-03-12 01:48:15
Ravar,31.2656,56.8055,70.43,23,81,12.28,IR,2022-03-12 01:48:15
Northam,51.0333,-4.2167,45.39,91,100,13.02,GB,2022-03-12 01:48:16
Ayan,56.45,138.1667,21.45,57,100,2.01,RU,2022-03-12 01:48:16
Dongsheng,39.8161,109.9776,46.24,38,0,7.76,CN,2022-03-12 01:48:16
Fort Nelson,58.8053,-122.7002,13.59,79,100,10.36,CA,2022-03-12 01:48:17
Kyren,51.6828,102.1408,12.18,87,73,0.54,RU,2022-03-12 01:48:17
Yumen,40.2833,97.2,50.65,20,100,5.75,CN,2022-03-12 01:48:17
Warragul,-38.1667,145.9333,74.98,54,9,3.0,AU,2022-03-12 01:48:18
Villazon,-22.0866,-65.5942,43.99,85,100,7.0,BO,2022-03-12 01:48:18
Barda,40.3744,47.1267,39.18,79,100,7.31,AZ,2022-03-12 01:48:19
Inongo,-1.95,18.2667,72.37,90,100,11.59,CD,2022-03-12 01:48:19
Savona,44.3,8.2667,46.81,75,100,7.29,IT,2022-03-12 01:45:20
Notre-Dame-Du-Lac,47.6136,-68.7964,26.94,98,100,2.08,CA,2022-03-12 01:48:19
Sault Sainte Marie,46.5168,-84.3333,17.89,69,100,17.27,CA,2022-03-12 01:44:04
Nishihara,26.1842,127.7558,72.68,58,20,10.36,JP,2022-03-12 01:48:20
Yining,29.0361,114.5636,71.35,65,50,1.66,CN,2022-03-12 01:48:20
Aykhal,66.0,111.5,-7.29,95,100,2.71,RU,2022-03-12 01:48:20
Kontagora,10.3999,5.4695,80.71,20,100,5.39,NG,2022-03-12 01:48:21
Kalas,18.1667,74.8,75.83,43,48,4.36,IN,2022-03-12 01:48:21
Ghatsila,22.6,86.4833,66.65,29,1,4.36,IN,2022-03-12 01:48:21
Quechultenango,17.4167,-99.2167,68.0,56,0,2.28,MX,2022-03-12 01:48:22
Denpasar,-8.65,115.2167,87.46,70,20,4.61,ID,2022-03-12 01:48:22
Puerto Escondido,15.85,-97.0667,78.6,73,6,7.52,MX,2022-03-12 01:48:22
Victoria Point,-27.5833,153.3,81.18,62,96,8.99,AU,2022-03-12 01:48:23
Beihai,21.4833,109.1,69.66,83,100,10.04,CN,2022-03-12 01:48:23
Tabou,4.423,-7.3528,79.14,89,28,6.42,CI,2022-03-12 01:48:23
Sumenep,-7.0167,113.8667,84.15,74,92,8.77,ID,2022-03-12 01:48:24
Lavrentiya,65.5833,-171.0,15.78,78,0,9.1,RU,2022-03-12 01:48:24
Suntar,62.1444,117.6319,-0.63,90,46,3.87,RU,2022-03-12 01:48:24
Bundaberg,-24.85,152.35,83.21,62,75,17.27,AU,2022-03-12 01:46:31
Dunedin,-45.8742,170.5036,64.8,53,53,15.01,NZ,2022-03-12 01:48:25
San Pedro,14.35,121.0167,89.31,68,47,6.89,PH,2022-03-12 01:48:25
Tulum,20.2167,-87.4667,76.08,86,0,7.27,MX,2022-03-12 01:44:51
Yerbogachen,61.2767,108.0108,-3.37,94,100,6.06,RU,2022-03-12 01:48:25
Abilene,32.4487,-99.7331,32.88,50,0,9.22,US,2022-03-12 01:45:24
Ambatofinandrahana,-20.55,46.8,61.07,95,100,4.27,MG,2022-03-12 01:48:26
Imbituba,-28.24,-48.6703,72.82,95,100,14.99,BR,2022-03-12 01:48:26
Hofn,64.2539,-15.2082,44.1,96,100,13.53,IS,2022-03-12 01:48:26
Lamu,-2.2717,40.902,79.02,82,6,9.89,KE,2022-03-12 01:48:27
Medicine Hat,50.0501,-110.6683,27.21,62,100,10.36,CA,2022-03-12 01:48:27
Deoria,26.5047,83.7872,67.19,43,0,7.07,IN,2022-03-12 01:48:27
Murray Bridge,-35.1167,139.2667,82.13,24,0,5.77,AU,2022-03-12 01:45:20
Hay River,60.8156,-115.7999,4.98,78,100,10.36,CA,2022-03-12 01:48:28
Vardo,70.3705,31.1107,32.23,78,100,12.91,NO,2022-03-12 01:48:28
Sahuaripa,29.05,-109.2333,58.32,25,3,3.49,MX,2022-03-12 01:48:28
Pafos,34.7667,32.4167,44.38,70,20,11.5,CY,2022-03-12 01:43:55
